0.000000000000000000e+00, -2.500000000000000000e+01, -3.308793752444325609e+00
5.000000000000000278e-02, -2.494999999999999929e+01, -4.534059657839967450e+00
1.000000000000000056e-01, -2.489999999999999858e+01, -5.743078077592151942e+00
1.499999999999999944e-01, -2.485000000000000142e+01, -6.932878631001076819e+00
2.000000000000000111e-01, -2.480000000000000071e+01, -8.100551127397110918e+00
2.500000000000000000e-01, -2.475000000000000000e+01, -9.243252680906840268e+00
2.999999999999999889e-01, -2.469999999999999929e+01, -1.035821462700881312e+01
3.499999999999999778e-01, -2.464999999999999858e+01, -1.144274922406281192e+01
4.000000000000000222e-01, -2.460000000000000142e+01, -1.249425612360930415e+01
4.500000000000000111e-01, -2.455000000000000071e+01, -1.351022859388612751e+01
5.000000000000000000e-01, -2.450000000000000000e+01, -1.448825948169554678e+01
5.500000000000000444e-01, -2.444999999999999929e+01, -1.542604689848063337e+01
5.999999999999999778e-01, -2.439999999999999858e+01, -1.632139961722378985e+01
6.500000000000000222e-01, -2.435000000000000142e+01, -1.717224216756980937e+01
6.999999999999999556e-01, -2.430000000000000071e+01, -1.797661961739281011e+01
7.500000000000000000e-01, -2.425000000000000000e+01, -1.873270202986968158e+01
8.000000000000000444e-01, -2.419999999999999929e+01, -1.943878858599370218e+01
8.499999999999999778e-01, -2.414999999999999858e+01, -2.009331136335147860e+01
9.000000000000000222e-01, -2.410000000000000142e+01, -2.069483876289930180e+01
9.499999999999999556e-01, -2.405000000000000071e+01, -2.124207857640422858e+01
1.000000000000000000e+00, -2.400000000000000000e+01, -2.173388068815897256e+01
1.050000000000000044e+00, -2.394999999999999929e+01, -2.216923940553869699e+01
1.100000000000000089e+00, -2.389999999999999858e+01, -2.254729541393387393e+01
1.149999999999999911e+00, -2.385000000000000142e+01, -2.286733735256980538e+01
1.199999999999999956e+00, -2.380000000000000071e+01, -2.312880300870394734e+01
1.250000000000000000e+00, -2.375000000000000000e+01, -2.333128012867505419e+01
1.300000000000000044e+00, -2.369999999999999929e+01, -2.347450684526260645e+01
1.350000000000000089e+00, -2.364999999999999858e+01, -2.355837172179533567e+01
1.399999999999999911e+00, -2.360000000000000142e+01, -2.358291341442441436e+01
1.449999999999999956e+00, -2.355000000000000071e+01, -2.354831995494588526e+01
1.500000000000000000e+00, -2.350000000000000000e+01, -2.345492765751581388e+01
1.550000000000000044e+00, -2.344999999999999929e+01, -2.330321965354886871e+01
